,Doc_ID,Name,descriptions,titles,date,source,citations,Location
15578,15578,brittany johnson matthews,using static analysis tools automating code inspections beneﬁcial software engineers tools make ﬁnding bugs software defects faster cheaper manual inspections despite beneﬁts using static analysis tools ﬁnd bugs research suggests tools underused paper investigate developers widely using static analysis tools current tools could potentially improved conducted interviews 20 developers found although participants felt use beneﬁcial false positives way warnings presented among things barriers use discuss several implications results need interactive mechanism help developers ﬁx defects,software developers use static analysis tools find bugs ,icse 2013 proceedings,N/A,N/A,LinkedIn Publication
15579,15579,cameron nowzari,N/A,distributed triggered control networked cyber physical systems,1-Nov-13,N/A,N/A,LinkedIn Publication
15580,15580,cameron nowzari,N/A,robust team triggered coordination networked cyberphysical systems,1-Jul-13,N/A,N/A,LinkedIn Publication
15581,15581,cameron nowzari,N/A,team triggered coordination networked systems,18-Jun-13,N/A,N/A,LinkedIn Publication
15582,15582,cameron nowzari,N/A,self triggered optimal servicing dynamic environments acyclic structure,1-May-13,N/A,N/A,LinkedIn Publication
15583,15583,cameron nowzari,N/A,robust optimal decision policies servicing targets acyclic digraphs,10-Dec-12,N/A,N/A,LinkedIn Publication
15584,15584,cameron nowzari,N/A,self triggered coordination robotic networks optimal deployment,1-Jun-12,N/A,N/A,LinkedIn Publication
15585,15585,cameron nowzari,http a2c2 org awards hugo schuck best paper award,self triggered coordination robotic networks optimal deployment,29-Jun-11,N/A,N/A,LinkedIn Publication
15586,15586,caroline hoemann,N/A,chondroinduction main cartilage repair response microfracture microfracture bst cargel results shown icrs ii histological scoring novel zonal collagen type scoring method human clinical biopsy specimens,10-Aug-15,N/A,N/A,LinkedIn Publication
15587,15587,caroline hoemann,N/A,poly ε caprolactone scaffolds highly controlled porosity interconnectivity derived co continuous polymer blends model bead cell infiltration behavior,1-Jun-14,N/A,N/A,LinkedIn Publication
15588,15588,colin reagle,large amounts tiny microparticles ingested gas turbines operating life resulting unexpected wear tear knowledge microparticle behavior gas turbine operating temperatures limited published literature study arizona road dust ard injected hot flow field measure effects high temperature velocity particle rebound polished 304 stainless steel ss coupon results compared baseline 27 measurements ambient 300 k temperature made virginia tech aerothermal rig well previously published literature mean coefficient restitution cor shown decrease increased temperature velocity conditions vt aerothermal rig effects increasing temperature velocity led 12 average reduction cor 533 k 47 15 average reduction cor 866 k 77 16 average reduction cor 1073 k 102 compared ambient results decrease cor appeared almost entirely result increased velocity resulted heating flow trends show temperature plays minor role energy transfer particle impact surface critical temperature,study microparticle rebound characteristics high temperature conditions,21-Oct-13,N/A,N/A,LinkedIn Publication
15589,15589,colin reagle,novel particle tracking velocimetry ptv computational fluid dynamics cfd hybrid method measuring coefficient restitution cor developed relatively simple cost effective robust laser camera system used virginia tech aerothermal rig measure velocity trajectories microparticles method solves particle impact velocity impact surface using cfd solution lagrangian particle tracking methodology presented attempts characterize difficult problem combination established techniques ptv cfd used capacity erosion deposition functions particle wall interactions cor fundamental property interactions cor depends impact velocity angle impact temperature particle composition wall material two sizes arizona road dust one size glass beads impacted 304 stainless steel coupon particles entrained free jet 27 1 room temperature impact angle varied 85 25 depending particle mean results collected using new technique compare favorably trends established literature utilization technique measure cor microparticle sand help develop computational model serve baseline measurements elevated air wall temperatures,measuring coefficient restitution high speed microparticle impacts using ptv cfd hybrid technique,4-Sep-13,N/A,N/A,LinkedIn Publication
15590,15590,colin reagle,two pass stationary square duct rib turbulators subjected sand ingestion studied using large eddy simulations les pass ribs two opposite walls aligned normal main flow direction rib pitch rib height p e 9 28 rib height channel hydraulic diameter e dh 0 0625 calculations carried bulk reynolds number 25 000 particle sizes range 0 5 25 μm considered size distribution found arizona road dust medium large eddy simulation les wall model used model flow sand particles modeled using discrete lagrangian framework 220 000 particles injected inlet perfectly elastic collisions wall considered results quantify distribution particle impingement density surfaces highest particle impingement density found first quarter section second pass 180 turn recorded impingement twice region also found average particle impingement per pitch 28 higher second pass first pass results show lower particle tendency hit region immediately behind rib first pass compared second pass particle impingement uniform region two ribs smooth walls show much particle impingement except wall second pass flow impinges turn rib face facing flow far susceptible impingement hence deposition erosion results simulation also compared results obtained experiments conducted identical two pass geometry arizona road dust particles particle impingement pattern recorded using sticky tape surfaces capture particles numerical predictions showed good qualitative agreement experimental measurements,sand transport two pass internal cooling duct rib turbulators,8-Jul-12,N/A,N/A,LinkedIn Publication
15591,15591,colin reagle,paper describes method obtaining surface endwall heat transfer uncooled transonic cascade facility using infrared thermography measurements midspan heat transfer coefficient results first presented engine representative first stage nozzle guide vane exit mach number 0 77 reynolds number 1 05 106 freestream turbulence intensity 16 results obtained infrared thermography compared previously published results using thin film gauges facility geometry generally good agreement two measurement techniques trend overall level heat transfer coefficient vane surface stanton number contours presented blade endwall exit mach number 0 88 reynolds number 1 70 106 freestream turbulence intensity 8 infrared thermography results qualitatively compared results published work obtained liquid crystals similar flow conditions results qualitatively agreement,transient infrared technique measuring surface heat transfer transonic turbine cascade,14-Jun-10,N/A,N/A,LinkedIn Publication
15592,15592,colin reagle,N/A,experimental investigation showerhead film cooling performance transonic vane cascade low high freestream turbulence,8-Jun-09,N/A,N/A,LinkedIn Publication
15593,15593,daniel menasce,N/A,see list publications here ,N/A,N/A,N/A,LinkedIn Publication
15594,15594,doaa bondok,N/A,quasi static responses associated failure mechanisms cold formed steel roof trusses,15-Mar-21,N/A,N/A,LinkedIn Publication
15595,15595,doaa bondok,N/A,dynamic response roof truss systems blast loading,17-Apr-18,N/A,N/A,LinkedIn Publication
15596,15596,doaa bondok,N/A,failure capacities cold formed steel roof trusses end connections,7-Oct-17,N/A,N/A,LinkedIn Publication
15597,15597,doaa bondok,N/A,static resistance open web steel joist roof systems blast response analysis,25-Sep-17,N/A,N/A,LinkedIn Publication
15598,15598,doaa bondok,N/A,static resistance function cold formed steel stud walls,1-Sep-15,N/A,N/A,LinkedIn Publication
15599,15599,doaa bondok,N/A,numerical modeling conventional steel stud walls static resistance blast response predictions,1-Jan-14,N/A,N/A,LinkedIn Publication
15600,15600,doaa bondok,N/A,improved static resistance failure mechanisms conventional cold formed steel stud walls,1-Jan-13,N/A,N/A,LinkedIn Publication
15601,15601,duminda wijesekera,need transfusion blood increases year food drug administration fda american association blood banks aabb standardization bodies hold jurisdiction countries continuously update blood transfusion safety mandates verifying blood bank processes safety takes labor time automate verification process modeling work flows blood processing supply chain extracting fda aabb requirements temporal logic formulas verifying workflows comply mandates also show process seamlessly integrate electronic medical record system,using temporal logic verify blood supply chain safety,29-Jul-15,N/A,N/A,LinkedIn Publication
15602,15602,emanuela marasco,fingerprint recognition automated border control high security applications needs robust integrated anti spoofing capability facing threat presentation attacks two key challenges solved sensor interoperability robustness versus new fabrication materials paper proposes convolutional neural networks task presents exhaustive comparison latest livdet 2011 2013 databases,robust interoperable fingerprint spoof detection via convolutional neural networks,1-Jan-16,N/A,N/A,LinkedIn Publication
15603,15603,emanuela marasco,N/A,privacy protection schemes fingerprint recognition systems,15-May-15,N/A,N/A,LinkedIn Publication
15604,15604,emanuela marasco,N/A,survey anti spoofing schemes fingerprints,1-Jan-14,N/A,N/A,LinkedIn Publication
15605,15605,emanuela marasco,N/A,automatic enhancement interoperability fingerprint optical sensors,1-Jan-14,N/A,N/A,LinkedIn Publication
15606,15606,emanuela marasco,N/A,exploiting quality texture based characteristics estimate age gender fingerprint images,1-Jan-14,N/A,N/A,LinkedIn Publication
15607,15607,emanuela marasco,N/A,fingerprint liveness detection based histograms invariant gradients,1-Jan-14,N/A,N/A,LinkedIn Publication
15608,15608,emanuela marasco,N/A,removing gender signature fingerprints,1-Jan-14,N/A,N/A,LinkedIn Publication
15609,15609,emanuela marasco,N/A,impact biometric data quality rank level fusion schemes,1-Jan-13,N/A,N/A,LinkedIn Publication
15610,15610,emanuela marasco,N/A,minimizing impact low interoperability optical fingerprint sensors,1-Jan-13,N/A,N/A,LinkedIn Publication
15611,15611,emanuela marasco,N/A,stability ranks low image quality biometric identification systems,1-Jan-13,N/A,N/A,LinkedIn Publication
15612,15612,emanuela marasco,N/A,combining match scores liveness values fingerprint verification system,1-Jan-12,N/A,N/A,LinkedIn Publication
15613,15613,emanuela marasco,N/A,combining perspiration morphology based static features fingerprint liveness detection,1-Jan-12,N/A,N/A,LinkedIn Publication
15614,15614,emanuela marasco,N/A,detecting str peaks degraded dna samples,1-Jan-12,N/A,N/A,LinkedIn Publication
15615,15615,emanuela marasco,N/A,increase security multibiometric systems incorporating spoofing detection algorithm fusion mechanism,1-Jan-11,N/A,N/A,LinkedIn Publication
15616,15616,emanuela marasco,N/A,robustness fingerprint liveness detection algorithms new materials used spoofing,1-Jan-11,N/A,N/A,LinkedIn Publication
15617,15617,emanuela marasco,N/A,predicting identification errors multibiometric system based ranks scores,1-Jan-10,N/A,N/A,LinkedIn Publication
15618,15618,emanuela marasco,assuming large recognition system based fingerprints allow one sensor type creation throughout lifetime realistic vendor diversity market accentuates need make systems interoperable e able compare fingerprints collected using different devices comparable high accuracy paper propose learning based scheme enhancing interoperability optical fingerprint sensors different features e image quality texture signal domains space frequency utilized compensate variations cross sensor recognition performance commercial matcher specifically consider binarized statistical image features bsif characteristics derived discrete wavelet transform dwt dwt able preserve spatial information image performing frequency analysis bsif shown effective local descriptor images unusual characteristics experiments carried data set consisting fingerprints obtained 494 users acquired using four different optical devices results show significant reduction error rates compared baseline well improved performance compared previous research,improving fingerprint interoperability integrating wavelet entropy binarized statistical image features,the 15th international conference of the biometrics special interest group biosig 2016,N/A,N/A,LinkedIn Publication
15619,15619,eric osterweil,recent unprecedented delegation new generic top level mains gtlds exacerbated existing fallow problem called name collisions analyze causes nd name collision problem broadly breaks common security sumptions made today service client software leveraging insights analysis propose multiple service software level solutions enables victim services actively de fend name collision attacks,client side name collision vulnerability new gtld era systematic study,1-Nov-17,N/A,N/A,LinkedIn Publication
15620,15620,eric osterweil,recently man middle mitm attacks web browsing become easier ever problem called name collision protocol called web proxy auto discovery wpad protocol name collision attack cause web traffic internet user redirected mitm proxy automatically right launching standard browser discuss promising directions remediation new gtld registry autonomous system end user levels use empirical data analysis estimate compare effectiveness deployment difficulties,mitm attack name collision cause analysis vulnerability assessment new gtld era,1-May-16,N/A,N/A,LinkedIn Publication
15621,15621,eric osterweil,complex security services added today internet becomes increasingly difficult quantify vulnerability compromise concept attack surface emerged recent years measure vulnerabilities however systematically quantifying attack surfaces networked systems remains open challenge work propose methodology quantify attack surface visually represent semantically different components resources systems identifying dependencies illustrate efficacy methodology examine two real internet standards x 509 ca verification system dane case studies believe work represents first step towards systemically modeling dependencies interdependencies networked systems shows usability benefits leveraging existing services,shape size threats defining networked system s attack surface,21-Oct-14,N/A,N/A,LinkedIn Publication
15622,15622,eric osterweil,internet verge first fundamentally disruptive transition one impose extensive change throughout network february 3 2011 internet assigned numbers authority iana allocated last unallocated blocks ipv4 address space five regional internet registries rirs accelerating pressure migration next version internet protocol ipv6 inflection point offers unique opportunity study adoption new technologies unprecedented scale paper provide measurement significant transition unlike existing studies limited specific ipv6 characteristics time scales goal create comprehensive longitudinal picture ipv6 adoption using large global scale datasets assemble measurements encompassing important aspects adoption including new previously proposed measures spanning period almost ten years metrics include numerous notable adoption milestones recent world ipv6 launch event june 2012 european rir ipv4 address exhaustion september year,measuring ipv6 adoption,12-Aug-14,N/A,N/A,LinkedIn Publication
15623,15623,eric osterweil,dns security extensions dnssec arguably make dns first core internet system protected using public key cryptography success dnssec protects dns generated interest using secured global database new services proposed ietf dane working group however continued success possible several important operational issues addressed example gov arpa already suffered misconfigurations dns continued function properly dnssec failed thus orphaning entire subtrees dnssec internet scale verification systems must tolerate type chaos kind verification one derive systems dynamism like paper propose achieve robust verification new theoretical model called public data treats operational deployments communities trust cots makes verification substrate using realization idea called vantages quantitatively show using reasonable dnssec deployment model typical choice cot adversary would need able visibility perform path man middle mitm attacks arbitrary traffic 90 percent autonomous systems ases internet even 10 percent chance spoofing dnskey limited deployment vantages outperformed verifiability dnssec properly validated data 99 5 percent time,verifying keys publicity communities trust quantifying off axis corroboration,1-Feb-14,N/A,N/A,LinkedIn Publication
15624,15624,eric osterweil,memo discusses architectural implications ip anycast provides historical analysis anycast use various ietf protocols,architectural considerations ip anycast,16-Jan-14,N/A,N/A,LinkedIn Publication
15625,15625,eric osterweil,fbi operation ghost click largest cybercriminal takedown history recently took ad fraud infrastructure affected 4 million users made owners 14 million usd period four years attackers hijacked clicks ad impressions victim machines infected dns changer malware earn ad revenue fraudulently experimented attack infrastructure operation present detailed account attackers modus operandi also study impact attack real world users find 37 subscriber lines impacted data set also 20 ad networks 257 legitimate web content publishers lost ad revenue attackers earned revenue convincing dozen ad networks ads served websites real visitors work expands understanding modalities ad fraud could help guide appropriate defense strategies,dissecting ghost clicks ad fraud via misdirected human clicks,1-Dec-13,N/A,N/A,LinkedIn Publication
15626,15626,eric osterweil,paper provides first systematic study dns data taken one 13 servers com net registry dns generic top level domains gtlds com net serve resolvers throughout internet respond billions dns queries every day study uses gtld data characterize dns resolver population profile dns query types results show small relatively stable set resolvers e top talkers constitute 90 overall traffic results provide basis understanding critical internet service insights typical resolver behaviors use ipv6 dns provides foundation study dns behavior,behavior dns top talkers com net view,1-Mar-12,N/A,N/A,LinkedIn Publication
15627,15627,eric osterweil,last decade perhaps commonly used type end user security http secure https protocol employed web browsers runs secure sockets layer ssl successor tls https service website may create cryptographic certificate secure communication channel clients use certificate verify data transmit data server model helped secure online banking transactions ecommerce websites social networking websites however two inherent complications approach clients must secure way learn authentic certificate website begin using protocol must able determine trust named entity certificate belongs complications conflated today security model based list prespecified trusted x 509 certificate authorities cas every client must know priori ad hoc approach determining list cas vouch keys discovered paper first outline fundamental problems exist today ca model problems arise conflation two inherent complications implications attack vectors problems present security model users introduce relative benefits gained new approach standardized ietf called dns based authentication named entities dane certificate credentials verified dnssec enabled zones rather ca model used today illustrate dnssec verification model reduces attack surface users currently inherit show model opens avenues previously remained elusive usable mime verification infrastructure,reducing x 509 attack surface dnssec s dane,1-Mar-12,N/A,N/A,LinkedIn Publication
15628,15628,eric osterweil,era free ipv4 address allocations ended grey market ipv4 addresses emerging paper argues one cannot try regulate sells addresses price one need provide proof ownership form resource certification paper identify key requirements resource certification gained theoretical analysis operational history argue requirements achieved making use existing reverse dns hierarchy enhanced dns security analysis compares reverse dns entries bgp routing tables shows feasible achievable today essential requirement grey market also emerging today solutions needed years future,great ipv4 land grab resource certification ipv4 grey market,1-Nov-11,N/A,N/A,LinkedIn Publication
15629,15629,eric osterweil,N/A,operational implications dns control plane,1-May-11,N/A,N/A,LinkedIn Publication
15630,15630,eric osterweil,content connection types hijacking common occurrence todayâ internet one broadly classify various types hijacks locally scoped administrative domain pushed externally one administrative domain intentionally unintentionally hijacks users domains current work identifying reacting various types internet hijacking focused network control plane included cross modal hijacks involve control plane data plane internet work introduce idea cross modal threats exist internet form highly illusive serious threat detail actual instance internet scale cross modal hijacking whose behavior depends network control data data plane order users request connections based anecdotal evidence gleaned several websites appears hijack existed many months possibly years recent detection,cross modal vulnerabilities illusive form hijacking,1-Mar-10,N/A,N/A,LinkedIn Publication
15631,15631,eric osterweil,dns security extensions dnssec among first attempts deploy cryptographic protections internet scale operational system dnssec applies well established public key cryptography ensure data integrity origin authenticity dns system cryptographic design dnssec sound seemingly simple development taken ietf decade several protocol revisions even today deployment still early stage rolling paper provide first systematic examination design deployment operational challenges encountered dnssec years study reveals fundamental gap cryptographic designs operational internet systems deployed global internet cryptographic protocol must possess several critical properties including scalability flexibility incremental deployability ability function face imperfect operations believe insights gained study offer valuable inputs future cryptographic designs internet scale systems,deploying cryptography internet scale systems case study dnssec,1-Jan-10,N/A,N/A,LinkedIn Publication
15632,15632,eric osterweil,secspider dnssec monitoring system helps identify operational errors dnssec deployment discover unforeseen obstacles collects verifies publishes dnssec keys dnssec enabled zones enables operators authoritative zones recursive resolvers deploy dnssec immediately benefit cryptographic protections paper present design implementation secspider well several general lessons stem design implementation,deploying monitoring dns security dnssec ,1-Dec-09,N/A,N/A,LinkedIn Publication
15633,15633,eric osterweil,although visible deployment domain name system security extensions growing tremendous rate evidence suggests managing cryptographic keys deceptively complex authors outline problem managing dnskeys present survey comparison existing proposed solutions,interadministrative challenges managing dnskeys,1-Sep-09,N/A,N/A,LinkedIn Publication
15634,15634,eric osterweil,N/A,managing trusted keys internet scale systems,1-Jun-09,N/A,N/A,LinkedIn Publication
15635,15635,eric osterweil,paper examines deployment dns security extensions dnssec add cryptographic protection dns one core components internet infrastructure analyze data collected initial dnssec deployment started 2 years ago identify three critical metrics gauge deployment availability verifiability validity results provide first comprehensive look dnssec deployment reveal number challenges anticipated design become evident deployment first obstacles middle boxes firewalls nats etc exist today internet infrastructure proven problematic resulted unforeseen availability problems second public key delegation system dnssec evolved hoped currently leaves 97 dnssec zones isolated unverifiable unless external key authentication mechanism added furthermore results show cryptographic verification equivalent validation piece verified data still contain wrong value finally results demonstrate essential role monitoring measurement dnssec deployment believe observations lessons dnssec deployment provide insights measuring future internet scale cryptographic systems,quantifying operational status dnssec deployment,10-Oct-08,N/A,N/A,LinkedIn Publication
15636,15636,eric osterweil,dns security extensions dnssec added public key cryptography dns problems remain selecting signature lifetimes zone master server distributes signatures secondary servers signatures lifetimes long secondary server still operate master fails however dnssec lacks revocation signed data replayed signature expires thus zones select short signature lifetime operators must choose reduced robustness long replay vulnerability windows paper introduces revised dnssec signature allows secondary servers operate even master failed simultaneously limiting replay windows twice ttl secondary server constructs hash chain relays hash chain anchor master server signature produced master server ensures authenticity hash anchor dns data secondary server includes signature hash chain value used resolvers limit signature replay implementation shows added costs minimal compared dnssec ensures robustness long term master server failures time limit replay twice record ttl value,limiting replay vulnerabilities dnssec,1-Oct-08,N/A,N/A,LinkedIn Publication
15637,15637,eric osterweil,dns security extensions developed add cryptographic protection internet name resolution service paper report results monitoring effort early dnssec deployment trials lessons learned,observations dnssec deployment,1-Oct-07,N/A,N/A,LinkedIn Publication
15638,15638,eric osterweil,dns security extensions dnssec designed add cryptographic protection internet name resolution service however current design lacks key revocation mechanism paper present zone state revocation zsr lightweight backward compatible enhancement dnssec zsr enables zones explicitly revoke keys using self certifying certificates enables dns name servers opportunistically inform distributed caching resolvers key revocations via lightweight control messages zsr allows resolvers distinguish legitimate key changes potential attacks authentication chains broken zsr designed work well global scale dns operations millions caches may need informed revocation time critical,zone state revocation dnssec,1-Aug-07,N/A,N/A,LinkedIn Publication
15639,15639,eugene kim,N/A,graphene oxide mussel foot protein composites high strength ultra tough thin films,5-Nov-20,N/A,N/A,LinkedIn Publication
15640,15640,eugene kim,N/A,microbially synthesized repeats mussel foot protein display enhanced underwater adhesion,27-Nov-18,N/A,N/A,LinkedIn Publication
15641,15641,evgenios kornaropoulos,N/A,adversarial examples k nearest neighbor classifiers based higher order voronoi diagrams,35th conference on neural information processing systems (neurips'21),N/A,N/A,LinkedIn Publication
15642,15642,evgenios kornaropoulos,N/A,data recovery encrypted databases k nearest neighbor query leakage,40th ieee symposium on security and privacy (oakland'19),N/A,N/A,LinkedIn Publication
15643,15643,evgenios kornaropoulos,N/A,response hiding encrypted ranges revisiting security via parametrized leakage abuse attacks,42th ieee symposium on security and privacy (oakland'21),N/A,N/A,LinkedIn Publication
15644,15644,evgenios kornaropoulos,N/A,price tailoring index data poisoning attacks learned index structures,48th acm international conference on management of data (sigmod'22),N/A,N/A,LinkedIn Publication
15645,15645,evgenios kornaropoulos,N/A,state uniform attacks encrypted databases beyond uniform query distribution,41st ieee symposium on security and privacy (oakland'20),N/A,N/A,LinkedIn Publication
15646,15646,harry foxwell,create good data start rather fixing collected following guidelines book able conduct effective analyses produce timely presentations research data,creating good data guide dataset structure data representation,30-Oct-20,N/A,N/A,LinkedIn Publication
15647,15647,hemant purohit,humanitarian public institutions increasingly relying data social media sites measure public attitude provide timely public engagement engagement supports exploration public views important social issues gender based violence gbv study examine big social data consisting nearly fourteen million tweets collected twitter platform period ten months analyze public opinion regarding gbv highlighting nature tweeting practices geographical location gender exploitation big data requires techniques computational social science mine insight corpus accounting influence transient events sociocultural factors reveal public awareness regarding gbv tolerance suggest opportunities intervention measurement intervention effectiveness assisting governmental non governmental organizations policy development highlight fm jan 16 issue,gender based violence 140 characters fewer bigdata case study twitter,1-Jan-16,N/A,N/A,LinkedIn Publication
15648,15648,hemant purohit,social media platforms facilitate emergence citizen communities discuss real world events generate share content variety intent ranging social good e g volunteering help commercial interest e g criticizing product features hence mining intent social data aid filtering social media support organizations emergency management unit resource planning however effective intent mining inherently challenging due ambiguity interpretation sparsity relevant behaviors social data research address problem multiclass classification intent use case social data generated crisis events novel interdisciplinary method exploits hybrid feature representation created combining top processing using knowledge guided patterns bottom processing using bag tokens model,intent classification short text social media,19-Dec-15,N/A,N/A,LinkedIn Publication
15649,15649,hemant purohit,ubiquitous social media crises provides citizen reports situation needs supplies previous research extracts resource needs directly text e g power cut coney island brighton beach indicates power need approach assumes citizens derive write specific needs observations properly specified emergency response system assumption consistent general conversational behavior study twitter messages tweets hurricane sandy 2012 clearly indicate power blackouts probable implications e g loss power hospital life support systems use domain model capture interdependencies resources needs represent dependencies ontology specifies functional association resources accurate interpretation resource need supply also depends location message show inference based domain model combined location detection interpretation social data enhance situational awareness e g predicting medical emergency reported critical,assisting coordination crisis domain ontology based approach infer resource needs tweets,1-Jun-14,N/A,N/A,LinkedIn Publication
15650,15650,hemant purohit,machine learning methods automatically identify match needs offers disaster response communicated via social media items services shelter money clothing volunteering etc highlight chosen lead paper january issue journal,emergency relief coordination social media automatically matching resource requests offers,6-Jan-14,N/A,N/A,LinkedIn Publication
15651,15651,hemant purohit,model filtering information using psycholinguistics theories identify tacit cooperation declarations resource needs availability disaster response social media also domain ontology create annotated information repository supporting varying abstract presentation organized actionable information nuggets regarding resource needs availability visual interfaces well complex querying ability coordination,identifying seekers suppliers social media communities support crisis coordination,1-Jan-14,N/A,N/A,LinkedIn Publication
15652,15652,hemant purohit,data mining provide valuable insights support emergency responders stakeholders crisis however number challenges existing computing technology may work cases therefore objective tutorial present characterization data mining tasks challenges need research attention,leveraging social media web data assisting crisis response coordination,1-Jan-14,N/A,N/A,LinkedIn Publication
15653,15653,hemant purohit,unlike prior studies focus link structures characterize social group dynamics model content based group dynamics understanding collective discussion divergence guidance two socio psychological theories social cohesion social identity highlight acceptance rate 23,understanding divergence online social group discussion,1-Jan-14,N/A,N/A,LinkedIn Publication
15654,15654,hemant purohit,twitris semantic web application facilitates understanding social perceptions semantics based processing massive amounts event centric data twitris addresses challenges large scale processing social data preserving spatio temporal thematic properties focusing multi dimensional analysis sptatio temporal thematic people content network sentiment emotion subjectivity facets twitris also covers context based semantic integration multiple web resources expose semantically enriched social data public domain semantic web technologies enable system integration analysis abilities applications studying analyzing social sensing perception broad variety events politics elections social movements uprisings crisis disasters entertainment environment decision making coordination brand management campaign effectiveness etc,twitris system collective social intelligence,1-Jan-14,N/A,N/A,LinkedIn Publication
15655,15655,hemant purohit,crises affected people well wishers observers join social media communities discuss event sharing useful information relevant response coordination example specific resource needs difficult identify engage users framework enables coordination assistive engagement,coordinate ad hoc social media communities crisis response,1-Jan-14,N/A,N/A,LinkedIn Publication
15656,15656,hemant purohit,ignite talk iccm 2013 united nations un nairobi key message need extract smart actionable data big crisis data assist response coordination focusing mining matching demand need help supply offer help centric technology video http goo gl nnoo28 slides http goo gl q732ay kno e sis socs project page http knoesis org research semsoc projects socs also crisis informatics kno e sis http j mp crisisres,leverage social media communities crisis response coordination,1-Nov-13,N/A,N/A,LinkedIn Publication
15657,15657,hemant purohit,information filtering model reduce twitter traffic disaster coordination modeling coordination via pyscholinguistic theories conversations also proof existence similar human behavior face face communication online communication highlight chosen cdc health communication science digest october,kind communication twitter mining psycholinguistic cues emergency coordination,1-Nov-13,N/A,N/A,LinkedIn Publication
15658,15658,hemant purohit,tutorial weaves three themes corresponding relevant topics citizen sensing crisis mapping b technical challenges recent research leveraging citizen sensing improve crisis response coordination c experiences building robust scalable platforms systems couples technical insights real world examples,crisis mapping citizen sensing social media analytics leveraging citizen roles crisis response,11-Jul-13,N/A,N/A,LinkedIn Publication
15659,15659,hemant purohit,system leverage social media analytics beyond computing obvious focusing targeted computing assist higer level phenomena coordination decision making,twitris v3 citizen sensing analysis coordination action,8-Jul-13,N/A,N/A,LinkedIn Publication
